0.019531	0.000000
0.058594	0.000000
0.097656	0.000000
0.136719	0.000000
0.175781	0.000000
0.214844	0.000000
0.253906	230.000000
0.292969	488.000000
0.332031	531.000000
0.371094	637.000000
0.410156	908.000000
0.449219	1372.000000
0.488281	1718.000000
0.527344	1516.000000
0.566406	1069.000000
0.605469	835.000000
0.644531	681.000000
0.683594	637.000000
0.722656	619.000000
0.761719	655.000000
0.800781	685.000000
0.839844	677.000000
0.878906	745.000000
0.917969	734.000000
0.957031	778.000000
0.996094	822.000000
1.035156	901.000000
1.074219	895.000000
1.113281	942.000000
1.152344	955.000000
1.191406	919.000000
1.230469	922.000000
1.269531	907.000000
1.308594	903.000000
1.347656	844.000000
1.386719	886.000000
1.425781	896.000000
1.464844	830.000000
1.503906	921.000000
1.542969	825.000000
1.582031	907.000000
1.621094	895.000000
1.660156	921.000000
1.699219	859.000000
1.738281	883.000000
1.777344	847.000000
1.816406	879.000000
1.855469	930.000000
1.894531	882.000000
1.933594	875.000000
1.972656	834.000000
2.011719	866.000000
2.050781	831.000000
2.089844	860.000000
2.128906	855.000000
2.167969	863.000000
2.207031	860.000000
2.246094	869.000000
2.285156	890.000000
2.324219	846.000000
2.363281	974.000000
2.402344	942.000000
2.441406	919.000000
2.480469	923.000000
2.519531	1036.000000
2.558594	1100.000000
2.597656	1039.000000
2.636719	1036.000000
2.675781	1136.000000
2.714844	1105.000000
2.753906	1052.000000
2.792969	1080.000000
2.832031	961.000000
2.871094	1059.000000
2.910156	947.000000
2.949219	1054.000000
2.988281	902.000000
3.027344	879.000000
3.066406	904.000000
3.105469	880.000000
3.144531	877.000000
3.183594	873.000000
3.222656	833.000000
3.261719	839.000000
3.300781	888.000000
3.339844	806.000000
3.378906	806.000000
3.417969	722.000000
3.457031	793.000000
3.496094	787.000000
3.535156	760.000000
3.574219	683.000000
3.613281	728.000000
3.652344	706.000000
3.691406	699.000000
3.730469	751.000000
3.769531	689.000000
3.808594	721.000000
3.847656	681.000000
3.886719	678.000000
3.925781	722.000000
3.964844	657.000000
4.003906	666.000000
4.042969	640.000000
4.082031	740.000000
4.121094	622.000000
4.160156	698.000000
4.199219	673.000000
4.238281	668.000000
4.277344	650.000000
4.316406	630.000000
4.355469	687.000000
4.394531	719.000000
4.433594	708.000000
4.472656	682.000000
4.511719	682.000000
4.550781	666.000000
4.589844	683.000000
4.628906	694.000000
4.667969	674.000000
4.707031	697.000000
4.746094	635.000000
4.785156	700.000000
4.824219	665.000000
4.863281	675.000000
4.902344	636.000000
4.941406	687.000000
4.980469	634.000000
5.019531	663.000000
5.058594	680.000000
5.097656	720.000000
5.136719	627.000000
5.175781	629.000000
5.214844	637.000000
5.253906	620.000000
5.292969	651.000000
5.332031	645.000000
5.371094	626.000000
5.410156	681.000000
5.449219	609.000000
5.488281	641.000000
5.527344	670.000000
5.566406	669.000000
5.605469	674.000000
5.644531	686.000000
5.683594	618.000000
5.722656	590.000000
5.761719	657.000000
5.800781	718.000000
5.839844	647.000000
5.878906	568.000000
5.917969	587.000000
5.957031	551.000000
5.996094	506.000000
6.035156	513.000000
6.074219	500.000000
6.113281	439.000000
6.152344	468.000000
6.191406	461.000000
6.230469	443.000000
6.269531	386.000000
6.308594	345.000000
6.347656	321.000000
6.386719	312.000000
6.425781	302.000000
6.464844	281.000000
6.503906	283.000000
6.542969	237.000000
6.582031	252.000000
6.621094	228.000000
6.660156	213.000000
6.699219	207.000000
6.738281	181.000000
6.777344	176.000000
6.816406	183.000000
6.855469	158.000000
6.894531	148.000000
6.933594	166.000000
6.972656	147.000000
7.011719	166.000000
7.050781	120.000000
7.089844	142.000000
7.128906	128.000000
7.167969	134.000000
7.207031	125.000000
7.246094	131.000000
7.285156	140.000000
7.324219	120.000000
7.363281	125.000000
7.402344	115.000000
7.441406	106.000000
7.480469	114.000000
7.519531	108.000000
7.558594	148.000000
7.597656	122.000000
7.636719	157.000000
7.675781	139.000000
7.714844	154.000000
7.753906	135.000000
7.792969	170.000000
7.832031	189.000000
7.871094	170.000000
7.910156	234.000000
7.949219	245.000000
7.988281	296.000000
8.027344	327.000000
8.066406	461.000000
8.105469	453.000000
8.144531	569.000000
8.183594	682.000000
8.222656	767.000000
8.261719	976.000000
8.300781	1133.000000
8.339844	1330.000000
8.378906	1491.000000
8.417969	1752.000000
8.457031	1991.000000
8.496094	2270.000000
8.535156	2523.000000
8.574219	2680.000000
8.613281	2856.000000
8.652344	2912.000000
8.691406	3138.000000
8.730469	3259.000000
8.769531	3233.000000
8.808594	3129.000000
8.847656	3059.000000
8.886719	2930.000000
8.925781	2751.000000
8.964844	2599.000000
9.003906	2251.000000
9.042969	2138.000000
9.082031	1780.000000
9.121094	1567.000000
9.160156	1259.000000
9.199219	1065.000000
9.238281	863.000000
9.277344	768.000000
9.316406	569.000000
9.355469	416.000000
9.394531	361.000000
9.433594	266.000000
9.472656	199.000000
9.511719	154.000000
9.550781	143.000000
9.589844	106.000000
9.628906	71.000000
9.667969	62.000000
9.707031	54.000000
9.746094	28.000000
9.785156	28.000000
9.824219	25.000000
9.863281	13.000000
9.902344	14.000000
9.941406	12.000000
9.980469	13.000000
